property_id,listing_id,agent_id,location_id,property_type,bedrooms,bathrooms,square_feet,lot_size_sqft,year_built,listing_price,list_date,status,sold_price,sold_date,days_on_market,hoa_fee,garage_spaces,has_pool,has_basement,created_at,updated_at
PT0431020,LST0431020,AG02305,LOC0025,Single Family,2.0,1.5,2255.0,8183,1944.0,830200.0,2025-03-16,Sold,755936.0,2025-03-25,9,0.0,0,Yes,Yes,2025-03-16,2025-03-25
PT0475682,LST0475682,AG02336,LOC0157,Single Family,6.0,2.5,3125.0,5508,2019.0,"$437,000",2023-06-20,Sold,422426.0,2023-11-04,137,0.0,2,No,Yes,2023-06-20,2023-11-04
PT0200069,LST0200069,AG02603,LOC0173,Condo,4.0,2.0,1830.0,1402,1990.0,"$695,800",2023-09-30,Withdrawn,,,74,407.0,1,No,No,2023-09-30,2023-09-30
PT0380896,LST0380896,AG02354,LOC0078,Single Family,4.0,1.5,1293.0,4931,1917.0,117700.0,2026-01-02,Active,,,6,0.0,0,No,Yes,2026-01-02,2026-01-02
PT0389451,LST0389451,AG01992,LOC0113,Apartment,,1.0,924.0,0,1965.0,400500.0,01/01/2025,Sold,388735.0,2025-06-12,162,684.0,1,Yes,0,2025-01-01,2025-06-12
PT0128774,LST0128774,AG02573,LOC0199,Condo,2.0,4.0,1366.0,3314,1958.0,410700.0,2024-04-05,Active,,,12,256.0,0,No,No,2024-04-05,2024-04-05
PT0417582,LST0417582,AG02175,LOC0205,Multi-Family,-1.0,3.5,3931.0,2861,1915.0,270600.0,2023-05-01,Sold,279541.0,2023-11-05,188,0.0,3,No,0,2023-05-01,2023-11-05
PT0126861,LST0126861,AG00747,LOC0129,Single Family,3.0,1.0,2060.0,18077,1956.0,487300.0,2024-05-15,Active,,,21,0.0,0,No,Yes,2024-05-15,2024-05-15
PT0316499,LST0316499,AG01357,LOC0037,Townhouse,3.0,1.0,2107.0,1060,1963.0,1194400.0,2024-11-18,Active,,,25,667.0,3,Yes,No,2024-11-18,2024-11-18
PT0305023,LST0305023,AG02227,LOC0057,Single Family,2.0,4.5,2217.0,5569,1965.0,1342900.0,2026-04-09,Active,,,37,0.0,2,No,Yes,2026-04-09,2026-04-09
PT0481007,LST0481007,AG02275,LOC0175,Condo,2.0,1.5,2532.0,1965,1935.0,-5000.0,2024-04-24,Active,,,150,734.0,0,Yes,No,2024-04-24,2024-04-24
PT0292513,LST0292513,AG01943,LOC0178,Condo,4.0,1.0,1005.0,3523,1928.0,128600.0,05/18/2023,Active,,,166,295.0,1,No,No,2023-05-18,2023-05-18
PT0319175,LST0319175,AG02904,LOC0064,Townhouse,4.0,3.0,2240.0,6596,1961.0,315800.0,2023-10-16,Sold,298122.0,2024-03-18,154,73.0,3,No,N,2023-10-16,2024-03-18
PT0069151,LST0069151,AG01572,LOC0044,Townhouse,4.0,1.5,1194.0,4540,1984.0,385000.0,2026-01-06,Sold,390500.0,2026-04-04,88,512.0,0,No,No,2026-01-06,2026-04-04
PT0191451,LST0191451,AG00443,LOC0062,Condo,2.0,4.5,1654.0,4741,1927.0,320600.0,2025-01-21,Sold,320457.0,2025-06-30,160,438.0,2,No,No,2025-01-21,2025-06-30
PT0057213,LST0057213,AG02346,LOC0210,Multi-Family,6.0,3.5,3127.0,1680,1917.0,1006300.0,2026-05-14,Active,,,126,0.0,0,No,No,2026-05-14,2026-05-14
PT0214039,LST0214039,AG02681,LOC0077,Land,0.0,0.0,5144.0,1214,1999.0,1368600.0,2026-02-08,Sold,1410527.0,2026-07-12,154,0.0,0,No,No,2026-02-08,2026-07-12
PT0320567,LST0320567,AG02110,LOC0062,Single Family,2.0,1.5,2006.0,1152,2024.0,433000.0,2025-06-13,Pending,,,160,,1,Yes,No,2025-06-13,2025-06-13
PT0320539,LST0320539,AG00900,LOC0106,Condo,5.0,1.0,1965.0,2882,2023.0,616800.0,2026-01-22,Sold,610293.0,2026-05-05,103,165.0,1,No,No,2026-01-22,2026-05-05
PT0240576,LST0240576,AG01338,LOC0079,Townhouse,2.0,4.0,2100.0,1417,2013.0,306400.0,2025-05-26,Active,,,174,,1,No,No,2025-05-26,2025-05-26
PT0329738,LST0329738,AG01449,LOC0198,Single Family,4.0,1.0,3342.0,7387,1954.0,334000.0,2024-01-24,Sold,320306.0,2024-06-10,138,0.0,1,Y,No,2024-01-24,2024-06-10
PT0166227,LST0166227,AG00661,LOC0083,Single Family,1.0,1.0,1881.0,4463,2022.0,607800.0,2024-08-02,Withdrawn,,,141,0.0,0,Yes,Yes,2024-08-02,2024-08-02
PT0467509,LST0467509,AG01594,LOC0249,Single Family,3.0,3.0,2768.0,4142,1954.0,1875900.0,19-Apr-2024,Sold,1869326.0,2024-09-15,149,0.0,3,No,No,2024-04-19,2024-09-15
PT0316732,LST0316732,AG02501,LOC0059,Multi-Family,3.0,1.5,4258.0,7654,1953.0,490700.0,03-Nov-2025,Sold,522277.0,2026-02-23,112,0.0,1,No,No,2025-11-03,2026-02-23
PT0044003,LST0044003,AG02505,LOC0056,Single Family,6.0,3.0,477.0,1060,1943.0,162300.0,2023-09-14,Sold,161844.0,2024-02-17,156,0.0,0,No,No,2023-09-14,2024-02-17
PT0434861,LST0434861,AG00913,LOC0032,Single Family,5.0,2.0,1395.0,1338,1965.0,225300.0,2024-01-10,Sold,218923.0,2024-02-18,39,0.0,2,No,No,2024-01-10,2024-02-18
PT0328572,LST0328572,AG01441,LOC0017,Single Family,3.0,1.5,1013.0,4285,1900.0,373200.0,2023-11-19,Sold,355806.0,2023-11-26,7,0.0,1,False,No,2023-11-19,2023-11-26
PT0347076,LST0347076,AG02652,LOC0221,Single Family,2.0,2.0,1703.0,1565,1956.0,450500.0,11-Jan-2023,Sold,417234.0,2023-05-13,122,0.0,0,No,Yes,2023-01-11,2023-05-13
PT0025073,LST0025073,AG00552,LOC0211,Single Family,6.0,1.5,2442.0,3024,1928.0,357400.0,2024-03-17,Sold,335082.0,2024-05-26,70,0.0,1,No,No,2024-03-17,2024-05-26
PT0078695,LST0078695,AG02461,LOC0134,Single Family,6.0,4.5,2441.0,27263,1970.0,505800.0,2025-10-30,Sold,498733.0,2026-01-14,76,0.0,3,No,No,2025-10-30,2026-01-14
PT0423322,LST0423322,AG02370,LOC0058,Townhouse,3.0,2.0,2428.0,1735,1954.0,702100.0,2023-10-13,Active,,,45,156.0,1,No,No,2023-10-13,2023-10-13
PT0200015,LST0200015,AG00932,LOC0126,Single Family,3.0,4.5,300.0,7047,1973.0,77600.0,2024-04-28,Active,,,109,0.0,3,No,No,2024-04-28,2024-04-28
PT0179317,LST0179317,AG01951,LOC0138,Single Family,4.0,2.0,2018.0,3614,1990.0,889600.0,2023-03-11,Sold,837936.0,2023-03-24,13,0.0,0,No,True,2023-03-11,2023-03-24
PT0371818,LST0371818,AG01697,LOC0100,Single Family,5.0,1.0,1859.0,4792,2024.0,186400.0,2025-10-27,Pending,,,94,0.0,0,False,Yes,2025-10-27,2025-10-27
PT0427185,LST0427185,AG00983,LOC0127,Condo,6.0,3.0,852.0,4596,1972.0,495100.0,2025-01-21,Sold,469871.0,2025-05-10,109,487.0,0,No,No,2025-01-21,2025-05-10
PT0155357,LST0155357,AG02876,LOC0151,Single Family,1.0,4.0,0.0,4742,1922.0,280900.0,2023-02-05,Active,,,173,0.0,2,No,yes,2023-02-05,2023-02-05
PT0290612,LST0290612,AG01534,LOC0090,Condo,2.0,4.5,2987.0,6828,2014.0,1014100.0,2024-02-18,Sold,1054290.0,2024-03-01,12,72.0,0,Yes,No,2024-02-18,2024-03-01
PT0046961,LST0046961,AG00999,LOC0130,SINGLE FAMILY,1.0,4.5,1660.0,1259,1990.0,408800.0,2023-07-29,Withdrawn,,,44,0.0,1,Yes,No,2023-07-29,2023-07-29
PT0212782,LST0212782,AG02018,LOC0211,Single Family,1.0,4.0,1766.0,4827,2011.0,943600.0,2025-02-24,Sold,898069.0,2025-03-29,33,0.0,3,No,No,2025-02-24,2025-03-29
PT0041129,LST0041129,AG02069,LOC0104,Apartment,5.0,3.0,1411.0,0,2000.0,408900.0,2023-09-07,Withdrawn,,,2,545.0,0,Yes,No,2023-09-07,2023-09-07
PT0467723,LST0467723,AG00775,LOC0107,Townhouse,5.0,4.0,1467.0,3705,2008.0,126600.0,2024-05-21,Sold,119168.0,2024-10-06,138,785.0,0,No,No,2024-05-21,2024-10-06
PT0416329,LST0416329,AG00517,LOC0137,Multi-Family,4.0,1.0,1588.0,1317,1957.0,408100.0,2023-12-25,Withdrawn,,,72,0.0,1,No,No,2023-12-25,2023-12-25
PT0231598,LST0231598,AG00311,LOC0023,Single Family,3.0,3.0,733.0,1107,1960.0,203600.0,2025-01-31,Active,,,143,0.0,1,No,No,2025-01-31,2025-01-31
PT0498715,LST0498715,AG02931,LOC0108,  Single Family  ,1.0,4.0,300.0,6048,1993.0,83700.0,2023-04-12,Withdrawn,,,1,0.0,2,No,No,2023-04-12,2023-04-12
PT0415226,LST0415226,AG02314,LOC0088,Multi-Family,4.0,,2210.0,6470,1938.0,76000.0,2025-08-17,Active,,,0,0.0,0,Yes,No,2025-08-17,2025-08-17
PT0107258,LST0107258,AG02067,LOC0109,Single Family,3.0,4.5,1084.0,4182,1993.0,401400.0,2025-03-19,Active,,,149,0.0,3,No,No,2025-03-19,2025-03-19
PT0454254,LST0454254,AG02422,LOC0200,Single Family,2.0,1.5,1637.0,14134,2010.0,486200.0,2024-08-31,Active,,,39,0.0,3,Y,Yes,2024-08-31,2024-08-31
PT0012152,LST0012152,AG01418,LOC0229,Condo,1.0,2.5,1696.0,11109,1925.0,205700.0,2023-10-15,Active,,,112,209.0,3,No,No,2023-10-15,2023-10-15
PT0017402,LST0017402,AG00038,LOC0071,Multi-Family,2.0,3.5,0.0,5380,1992.0,2838200.0,2024-08-29,Sold,2846420.0,2024-12-02,95,0.0,0,No,No,2024-08-29,2024-12-02
PT0295294,LST0295294,AG01057,LOC0195,Single Family,3.0,2.5,300.0,5441,1909.0,79000.0,2023-12-31,Active,,,62,0.0,0,Yes,No,2023-12-31,2023-12-31
PT0024238,LST0024238,AG00297,LOC0057,Single Family,5.0,1.5,1814.0,2278,1939.0,937500.0,2025-03-28,Sold,870561.0,2025-04-20,23,0.0,2,No,Yes,2025-03-28,2025-04-20
PT0433835,LST0433835,AG00893,LOC0037,  Single Family  ,6.0,1.0,1336.0,7909,,400900.0,2024-10-28,Withdrawn,,,66,0.0,2,False,Yes,2024-10-28,2024-10-28
PT0042032,LST0042032,AG01891,LOC0250,Townhouse,1.0,4.5,898.0,2450,1905.0,328100.0,2025-12-08,Active,,,96,,3,False,No,2025-12-08,2025-12-08
PT0326336,LST0326336,AG02560,LOC0241,Single Family,3.0,2.5,2472.0,1006,1994.0,"$387,400",2025-05-22,Sold,411510.0,2025-07-13,52,0.0,2,No,Yes,2025-05-22,2025-07-13
PT0403192,LST0403192,AG01159,LOC0108,Townhouse,-1.0,1.0,,2472,1961.0,198700.0,2025-07-10,Sold,214106.0,2025-10-23,105,58.0,3,False,No,2025-07-10,2025-10-23
PT0063827,LST0063827,AG02699,LOC0058,Single Family,2.0,2.5,1595.0,1303,,"$436,200",2025-04-02,Sold,445251.0,2025-04-11,9,0.0,3,No,Yes,2025-04-02,2025-04-11
PT0082266,LST0082266,AG02393,LOC0036,Single Family,6.0,3.5,2795.0,5986,2025.0,541000.0,2024-08-19,Active,,,149,0.0,1,No,Yes,2024-08-19,2024-08-19
PT0254740,LST0254740,AG01832,LOC0187,Townhouse,3.0,4.0,2983.0,1086,1978.0,799300.0,2024-09-04,Withdrawn,,,8,557.0,1,N,No,2024-09-04,2024-09-04
PT0155532,LST0155532,AG01178,LOC0071,Multi-Family,3.0,1.0,4065.0,1013,1985.0,,2026-04-08,Active,,,137,0.0,2,No,No,2026-04-08,2026-04-08
PT0464312,LST0464312,AG02439,LOC0024,Condo,1.0,1.5,1169.0,14476,1945.0,381500.0,2025-02-27,Sold,331060.0,2025-08-18,172,743.0,0,No,No,2025-02-27,2025-08-18
PT0040974,LST0040974,AG00341,LOC0213,Apartment,3.0,3.0,545.0,0,2020.0,111200.0,2024-09-23,Active,,,43,383.0,3,No,N,2024-09-23,2024-09-23
PT0499508,LST0499508,AG00950,LOC0120,Apartment,3.0,2.5,1855.0,0,1985.0,661700.0,2023-06-08,Active,,,128,400.0,2,No,no,2023-06-08,2023-06-08
PT0368807,LST0368807,AG01809,LOC0095,Single Family,5.0,3.0,1837.0,2365,,467500.0,2025-12-03,Active,,,53,0.0,3,No,No,2025-12-03,2025-12-03
PT0141673,LST0141673,AG01858,LOC0156,Single Family,5.0,4.5,1632.0,4201,1946.0,582700.0,2024-07-18,Pending,,,69,0.0,2,No,Yes,2024-07-18,2024-07-18
PT0142278,LST0142278,,LOC0089,Multi-Family,5.0,1.5,2809.0,1679,2008.0,516700.0,2023-04-20,Active,,,18,0.0,2,Yes,No,2023-04-20,2023-04-20
PT0130361,LST0130361,AG01190,LOC0019,Multi-Family,6.0,3.5,2597.0,20213,1903.0,452400.0,2026-01-24,Pending,,,127,0.0,0,No,0,2026-01-24,2026-01-24
PT0231373,LST0231373,AG02631,LOC0128,Condo,1.0,3.0,1143.0,4608,2024.0,297000.0,2024-06-29,Sold,302592.0,2024-09-26,89,773.0,0,yes,No,2024-06-29,2024-09-26
PT0411183,LST0411183,AG01460,LOC0115,Townhouse,6.0,4.0,2185.0,2415,1911.0,"$567,400",2023-01-18,Active,,,20,658.0,2,No,No,2023-01-18,2023-01-18
PT0239135,LST0239135,AG01023,LOC0071,Condo,5.0,4.0,584.0,1104,1902.0,264200.0,2026-01-30,Sold,253107.0,2026-06-30,151,490.0,1,No,No,2026-01-30,2026-06-30
PT0284787,LST0284787,AG02671,LOC0219,Single Family,3.0,4.5,1977.0,2104,1935.0,1345300.0,2024-06-15,Sold,1223450.0,2024-12-30,198,0.0,3,N,No,2024-06-15,2024-12-30
PT0009784,LST0009784,AG01335,LOC0204,Single-Family,6.0,3.0,1104.0,24559,1948.0,737400.0,2024-02-19,Active,,,8,,0,No,Yes,2024-02-19,2024-02-19
PT0086094,LST0086094,AG01862,LOC0049,Single Family,5.0,2.0,1926.0,3263,1934.0,485000.0,2026-04-14,Active,,,109,0.0,1,No,Yes,2026-04-14,2026-04-14
PT0183990,LST0183990,AG00516,LOC0210,Land,0.0,0.0,3060.0,2666,2023.0,1295600.0,2023-01-14,Active,,,57,0.0,0,No,No,2023-01-14,2023-01-14
PT0482221,LST0482221,AG02211,LOC0208,Townhouse,3.0,4.0,830.0,8980,1972.0,107600.0,09/05/2025,Sold,108244.0,2026-02-09,157,486.0,0,No,No,2025-09-05,2026-02-09
PT0278859,LST0278859,AG01963,LOC0096,Multi-Family,1.0,2.5,1959.0,4110,1907.0,672400.0,2025-01-13,Sold,643254.0,2025-01-19,6,0.0,3,No,Yes,2025-01-13,2025-01-19
PT0403704,LST0403704,AG01220,LOC0139,Single Family,2.0,,1202.0,11088,1998.0,475400.0,2023-08-22,Sold,480218.0,2024-01-30,161,0.0,1,No,No,2023-08-22,2024-01-30
PT0192579,LST0192579,AG02134,LOC0044,Condo,3.0,2.0,1604.0,5512,2009.0,409800.0,21-Jul-2023,Active,,,38,578.0,2,No,No,2023-07-21,2023-07-21
PT0318554,LST0318554,AG02219,LOC0104,Townhouse,1.0,2.0,1156.0,2209,2009.0,398900.0,2024-12-31,Active,,,165,135.0,3,No,No,2024-12-31,2024-12-31
PT0149008,LST0149008,AG02517,LOC0049,Condo,3.0,1.5,1821.0,3942,1928.0,535700.0,2023-03-09,Active,,,125,485.0,1,No,No,2023-03-09,2023-03-09
PT0419369,LST0419369,AG02838,LOC0228,Single Family,1.0,4.5,1783.0,4573,2007.0,606200.0,2025-09-26,Pending,,,90,0.0,1,No,No,2025-09-26,2025-09-26
PT0359347,LST0359347,AG00830,LOC0239,Townhouse,1.0,4.0,2169.0,1235,1970.0,528800.0,2023-07-04,Sold,514028.0,2023-10-20,108,101.0,1,No,No,2023-07-04,2023-10-20
PT0159330,LST0159330,AG00338,LOC0029,Single Family,4.0,1.5,2477.0,2546,2003.0,937600.0,2024-04-01,Active,,,148,0.0,3,No,Yes,2024-04-01,2024-04-01
PT0433736,LST0433736,AG00314,LOC0156,Condo,6.0,1.0,2058.0,7291,2007.0,947400.0,2026-04-05,Active,,,163,450.0,1,No,No,2026-04-05,2026-04-05
PT0157444,LST0157444,AG00804,LOC0055,Condo,5.0,4.0,2336.0,1395,1913.0,375300.0,2023-06-16,Sold,364370.0,2023-10-16,122,355.0,2,No,No,2023-06-16,2023-10-16
PT0232458,LST0232458,AG01799,LOC0242,Single Family,4.0,3.0,1775.0,1315,1919.0,384900.0,2025-04-20,Sold,367724.0,2025-08-26,128,0.0,1,No,No,2025-04-20,2025-08-26
PT0391519,LST0391519,AG01733,LOC0084,Condo,6.0,2.5,1657.0,2965,2025.0,215700.0,2026-05-20,Active,,,71,500.0,1,No,No,2026-05-20,2026-05-20
PT0409762,LST0409762,AG02398,LOC0107,  Single Family  ,5.0,1.5,1540.0,3275,2003.0,147300.0,2023-06-20,Pending,,,38,0.0,1,No,Yes,2023-06-20,2023-06-20
PT0333250,LST0333250,AG00453,LOC0220,Single Family,2.0,2.0,2658.0,1548,1966.0,487569,2025-10-01,Active,,,28,0.0,2,No,yes,2025-10-01,2025-10-01
PT0172803,LST0172803,AG02682,LOC0240,Condo,5.0,2.5,3101.0,4708,2009.0,611600.0,2023-06-23,Sold,608425.0,2023-08-02,40,206.0,0,no,No,2023-06-23,2023-08-02
PT0422152,LST0422152,AG00511,LOC0174,Townhouse,1.0,2.0,2312.0,1810,1955.0,207600.0,2024-09-05,Sold,193444.0,2024-10-01,26,106.0,1,No,No,2024-09-05,2024-10-01
PT0426084,LST0426084,AG00204,LOC0138,Condo,4.0,2.5,1313.0,11085,1980.0,226600.0,2025-01-16,Withdrawn,,,134,250.0,2,No,N,2025-01-16,2025-01-16
PT0362688,LST0362688,AG02067,LOC0074,town house,1.0,2.5,2851.0,1103,1936.0,474200.0,2026-05-28,Active,,,11,561.0,3,Yes,No,2026-05-28,2026-05-28
PT0325482,LST0325482,AG01649,LOC0201,Single Family,5.0,1.0,1179.0,4599,1970.0,274900.0,2024-09-16,Sold,260815.0,2025-01-09,115,0.0,3,No,Yes,2024-09-16,2025-01-09
PT0376931,LST0376931,AG02461,LOC0023,Condo,3.0,2.5,1541.0,2373,1909.0,544000.0,2025-01-21,Pending,,,47,573.0,2,No,No,2025-01-21,2025-01-21
PT0467283,LST0467283,AG00153,LOC0064,Single Family,6.0,1.0,2962.0,2267,1958.0,488900.0,20-May-2026,Pending,,,65,0.0,1,Yes,Yes,2026-05-20,2026-05-20
PT0271651,LST0271651,AG02986,LOC0162,Multi-Family,2.0,4.5,4205.0,10931,2025.0,934200.0,2025-02-06,Sold,900197.0,2025-08-15,190,0.0,0,1,No,2025-02-06,2025-08-15
PT0309907,LST0309907,AG02390,LOC0149,condo,1.0,2.0,1842.0,7754,1931.0,345200.0,2023-09-09,Sold,312837.0,2024-02-14,158,743.0,1,No,No,2023-09-09,2024-02-14
PT0232239,LST0232239,AG00252,LOC0139,Single Family,4.0,1.5,3495.0,2526,1991.0,922300.0,2024-12-27,Pending,,,12,0.0,1,No,1,2024-12-27,2024-12-27
PT0252620,LST0252620,AG01769,LOC0183,Single Family,1.0,1.5,1973.0,3428,2020.0,650200.0,2023-02-19,Pending,,,174,0.0,1,Yes,No,2023-02-19,2023-02-19
PT0049496,LST0049496,AG00243,LOC0106,Single Family,4.0,3.5,1431.0,4979,1944.0,862300.0,2023-08-23,Sold,926670.0,2024-02-18,179,0.0,1,No,No,2023-08-23,2024-02-18
PT0477909,LST0477909,AG02858,LOC0054,Single Family,4.0,2.0,2559.0,4574,1992.0,128000.0,2025-01-17,Active,,,6,0.0,0,No,No,2025-01-17,2025-01-17
PT0242716,LST0242716,AG02048,LOC0154,Single Family,3.0,3.0,1919.0,4415,1962.0,370600.0,2025-12-23,Active,,,60,0.0,1,No,No,2025-12-23,2025-12-23
PT0079765,LST0079765,AG01738,LOC0200,Apartment,4.0,3.0,1418.0,0,2014.0,"$322,400",2025-10-30,Active,,,89,221.0,1,1,No,2025-10-30,2025-10-30
PT0298724,LST0298724,AG02189,LOC0214,Single Family,3.0,1.0,632.0,3977,1983.0,152100.0,2023-08-20,Active,,,125,0.0,2,No,No,2023-08-20,2023-08-20
PT0146521,LST0146521,AG00962,LOC0213,Single Family,3.0,4.0,3246.0,15999,1933.0,519300.0,2023-07-04,Sold,525794.0,2023-11-07,126,0.0,2,0,Yes,2023-07-04,2023-11-07
PT0098081,LST0098081,AG01276,LOC0246,Multi-Family,3.0,2.0,3608.0,5488,1956.0,813600.0,2026-06-24,Sold,830333.0,2026-09-29,97,0.0,3,Yes,No,2026-06-24,2026-09-29
PT0242432,LST0242432,AG00877,LOC0241,Single Family,5.0,1.0,1845.0,5461,2020.0,252200.0,01/14/2025,Sold,231728.0,2025-04-23,99,0.0,0,No,No,2025-01-14,2025-04-23
PT0062403,LST0062403,AG00734,LOC0009,Single Family,3.0,4.0,1427.0,5765,1993.0,309300.0,2025-08-09,Sold,293661.0,2025-10-21,73,0.0,0,No,No,2025-08-09,2025-10-21
PT0191182,LST0191182,AG01173,LOC0119,Condo,6.0,3.5,2311.0,3991,,577900.0,2023-05-03,Active,,,92,329.0,3,False,No,2023-05-03,2023-05-03
PT0162017,LST0162017,,LOC0063,Condo,3.0,4.0,1707.0,2919,1930.0,632700.0,2023-02-20,Active,,,34,684.0,1,Yes,N,2023-02-20,2023-02-20
PT0242847,LST0242847,AG00445,LOC0178,Apartment,1.0,2.0,812.0,0,2014.0,155400.0,2023-03-19,Sold,175382.0,2023-04-22,34,395.0,0,No,0,2023-03-19,2023-04-22
PT0129120,LST0129120,AG01924,LOC0175,Single Family,1.0,4.5,2632.0,5384,1913.0,706300.0,2026-03-04,Sold,641467.0,2026-08-15,164,0.0,2,Yes,Yes,2026-03-04,2026-08-15
PT0491717,LST0491717,AG02307,LOC0159,Single-Family,3.0,1.5,1033.0,23454,1998.0,195500.0,2024-03-15,Active,,,80,0.0,0,No,Yes,2024-03-15,2024-03-15
PT0495057,LST0495057,AG01990,LOC0197,Townhouse,1.0,1.0,1369.0,2034,1988.0,259400.0,07/13/2024,Sold,236578.0,2024-07-31,18,363.0,0,No,No,2024-07-13,2024-07-31
PT0497504,LST0497504,AG01085,LOC0112,Single Family,6.0,4.0,1865.0,2041,1954.0,"$281,500",2024-10-28,Active,,,52,0.0,0,No,1,2024-10-28,2024-10-28
PT0417679,LST0417679,AG01053,LOC0246,Single Family,5.0,1.5,1682.0,14008,1975.0,210500.0,2025-05-11,Sold,217657.0,2025-09-06,118,0.0,0,No,yes,2025-05-11,2025-09-06
PT0238275,LST0238275,AG00419,LOC0076,Condominium,4.0,3.0,762.0,1289,1935.0,"$180,500",2024-03-07,Active,,,82,483.0,3,Yes,No,2024-03-07,2024-03-07
PT0091405,LST0091405,AG00225,LOC0108,Multi-Family,1.0,1.0,3777.0,4474,2001.0,1066500.0,2025-01-29,Active,,,166,0.0,3,No,No,2025-01-29,2025-01-29
PT0173920,LST0173920,AG02674,LOC0075,Single Family,3.0,2.0,1934.0,6179,2006.0,241400.0,2023-08-05,Sold,247135.0,2023-09-26,52,0.0,3,Yes,No,2023-08-05,2023-09-26
PT0078806,LST0078806,AG02097,LOC0199,single family,3.0,1.0,0.0,2126,1961.0,1097000.0,2024-08-16,Sold,1084529.0,2025-02-15,183,0.0,3,No,No,2024-08-16,2025-02-15
PT0141750,LST0141750,AG02316,LOC0140,SINGLE FAMILY,1.0,1.0,2428.0,3994,1921.0,-5000.0,2024-03-19,Sold,692416.0,2024-03-28,9,0.0,3,No,No,2024-03-19,2024-03-28
PT0072297,LST0072297,AG02108,LOC0230,Land,0.0,0.0,6448.0,15266,1945.0,2855100.0,2025-04-03,Active,,,151,0.0,0,No,No,2025-04-03,2025-04-03
PT0317917,LST0317917,AG02682,LOC0027,Condo,5.0,2.0,1554.0,2939,1970.0,"$432,900",2024-07-08,Active,,,39,613.0,1,Yes,No,2024-07-08,2024-07-08
PT0146945,LST0146945,AG00555,LOC0215,Condo,6.0,,1915.0,8136,1980.0,825700.0,2023-06-24,Sold,846366.0,2023-11-07,136,409.0,3,No,No,2023-06-24,2023-11-07
PT0082735,LST0082735,AG00894,LOC0005,Single Family,3.0,3.0,2029.0,12178,1961.0,623500.0,2024-10-02,Active,,,178,0.0,2,No,Yes,2024-10-02,2024-10-02
PT0209852,LST0209852,AG00775,LOC0040,Land,0.0,0.0,4984.0,2470,1951.0,1373100.0,2025-01-18,Pending,,,115,0.0,0,No,0,2025-01-18,2025-01-18
PT0182451,LST0182451,AG00207,LOC0057,Single Family,3.0,1.5,1726.0,7827,1914.0,701800.0,2025-06-28,Active,,,95,0.0,3,No,No,2025-06-28,2025-06-28
PT0266948,LST0266948,AG01075,LOC0011,Condo,3.0,3.0,1606.0,3286,1955.0,833800.0,2023-09-02,Withdrawn,,,177,530.0,3,No,No,2023-09-02,2023-09-02
PT0251097,LST0251097,AG02266,LOC0021,  Condo  ,5.0,2.0,1782.0,3859,1958.0,255900.0,2023-07-17,Active,,,93,790.0,2,No,No,2023-07-17,2023-07-17
PT0005827,LST0005827,AG01662,LOC0063,Single Family,6.0,2.5,2110.0,1225,1942.0,1033900.0,2025-07-06,Active,,,147,0.0,3,No,No,2025-07-06,2025-07-06
PT0294904,LST0294904,AG01107,LOC0159,Single-Family,4.0,2.5,2781.0,2603,1996.0,658400.0,2024-07-14,Active,,,161,0.0,0,N,Yes,2024-07-14,2024-07-14
PT0486039,LST0486039,AG01210,LOC0060,Condo,3.0,4.5,1436.0,5213,2017.0,423900.0,2024-09-05,Active,,,163,436.0,0,Yes,No,2024-09-05,2024-09-05
PT0293895,LST0293895,AG01932,LOC0074,Single Family,6.0,4.0,1858.0,1197,1978.0,746500.0,2026-06-22,Withdrawn,,,105,0.0,3,No,No,2026-06-22,2026-06-22
PT0051598,LST0051598,AG02351,LOC0149,Multi-Family,5.0,2.5,853.0,1096,2007.0,186500.0,2026-06-01,Sold,188632.0,2026-06-18,17,0.0,1,No,Yes,2026-06-01,2026-06-18
PT0303246,LST0303246,AG00873,LOC0144,Single Family,6.0,2.0,1315.0,1473,1900.0,424700.0,2023-01-02,Sold,386789.0,2023-02-19,48,0.0,1,Y,No,2023-01-02,2023-02-19
PT0332991,LST0332991,AG01257,LOC0201,Single Family,3.0,4.5,1069.0,7538,1981.0,197300.0,2024-07-05,Sold,179915.0,2024-12-03,151,0.0,2,No,Yes,2024-07-05,2024-12-03
PT0190041,LST0190041,AG00273,LOC0197,Single Family,1.0,1.0,835.0,3399,2017.0,230900.0,2024-02-28,Pending,,,96,0.0,3,yes,Y,2024-02-28,2024-02-28
PT0293288,LST0293288,AG00254,LOC0207,  Single Family  ,4.0,1.5,1974.0,4274,1947.0,349500.0,2023-12-14,Sold,322400.0,2024-01-24,41,0.0,1,No,Yes,2023-12-14,2024-01-24
PT0231804,LST0231804,AG02504,LOC0038,Single Family,4.0,4.0,1803.0,7297,1902.0,-5000.0,2023-03-06,Active,,,149,0.0,0,No,No,2023-03-06,2023-03-06
PT0266551,LST0266551,AG00945,LOC0030,Multi-Family,5.0,4.5,2934.0,2690,1955.0,1613700.0,2025-10-15,Pending,,,145,0.0,3,Yes,No,2025-10-15,2025-10-15
PT0392160,LST0392160,AG00398,LOC0028,Townhouse,4.0,4.0,1846.0,5019,1970.0,249600.0,2025-04-17,Sold,267502.0,2025-08-17,122,509.0,3,Yes,no,2025-04-17,2025-08-17
